id_item_pk,cd_eca,cd_item,cd_genre_mat,li_genre_mat,no_fabricant,li_article,cd_taille,an_fabrication,dt_fin_garantie,an_renouv,marque,type_marque,sim,imei,cd_fourn,nom_fourn,cd_statut,li_statut,is_actif,dt_statut,is_indispo,is_bloque,cd_sdis,li_sdis,cd_oi,li_oi,dt_mise_dispo,id_item_det_fk,cd_eca_det,li_article_det,cd_item_det,plaques_det,tx_remarques_sdis,cd_lieu,li_lieu,tx_detail_lieu,is_prete,is_lieu_ctl,cd_lieu_sdis,li_lieu_sdis,lieu_sdis_info,last_refresh,cd_entrepot,li_entrepot,cd_zone,li_zone,cd_secteur,no_etagere,no_niveau,no_position,cd_emplacement,tx_remarques_empl,cd_proprietaire_fk,li_proprietaire,proprietaire,dt_achat,mn_prix,mn_prix_rpc41,cd_categ_prim_pgi,cd_categ_sec_pgi,dt_deb_amorti,nb_duree_amorti,cd_projet,li_projet,no_facture,is_trans_pgi,cd_tarif_fk,cd_categ_abc_fk,cd_categ_abc_sdis,tx_remarques,us_aud_creation,dt_aud_creation,dt_aud_modif,us_aud_modif
60695,18110063,060695,AUT,Matériel suivi autre,R52J404TM5L,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673484,355755084325901,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733Z3,Puidoux DAP,  /  /       :  :,3479,09860001,"Véhicule de transport de personnes, poids inf. à 6 T",625.091.706,VD   7171,,L-733-13,Puidoux,"DORIN 370
VD 7171",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:35:12,17/12/2018 08:37:02,IMP
60696,18110063,060696,AUT,Matériel suivi autre,R52J404TM8J,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673492,355755084325935,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-710,Ouest-Lavaux,710C2,Lutry DPS,  /  /       :  :,11366,09910001,Véhicule TPM,678.217.920,VD 582791,,L-710-02,Lutry,"LAVO 280
VD 582791",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:36:28,17/12/2018 08:37:02,IMP
60697,18110063,060697,AUT,Matériel suivi autre,R52J404TNJF,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673500,355755084326362,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685E1,Echallens DPS,  /  /       :  :,3309,09560001,"Echelle automobile, châssis normal, 0 à 25 m",327.136.641,VD   8121,,L-685-01,Echallens,"LARRY 112
VD 8121",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:37:57,17/12/2018 08:37:02,IMP
60698,18110063,060698,AUT,Matériel suivi autre,R52J404TM3X,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673518,355755084325885,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-673,Région Venoge,673E1,Penthalaz DPS,  /  /       :  :,57614,09910001,Véhicule TPM,680.258.806,VD 614976,,L-673-01,Penthalaz,"VENOGE 64
VD 614976",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:39:05,17/12/2018 08:37:02,IMP
60699,18110063,060699,AUT,Matériel suivi autre,R52J404TNDA,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673526,355755084326313,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-673,Région Venoge,673B1,L'Isle DPS,  /  /       :  :,9204,09500001,Tonne-pompe / Capacité de 0 à 1600 litres,676.992.765,VD   9594,,L-673-02,L'Isle,"VENOGE 21
VD 9594",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:40:59,17/12/2018 08:37:02,IMP
60700,18110063,060700,AUT,Matériel suivi autre,R52J404TMDB,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673534,355755084325984,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-673,Région Venoge,673E1,Penthalaz DPS,  /  /       :  :,57550,09850003,Voiture chef d'intervention,220.097.602,VD 228415,,L-673-01,Penthalaz,"VENOGE 04
VD 228415",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:42:12,17/12/2018 08:37:02,IMP
60701,18110063,060701,AUT,Matériel suivi autre,R52J404TLKX,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673542,355755084325711,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685E1,Echallens DPS,  /  /       :  :,58352,09850003,Voiture chef d'intervention,217.922.320,VD 356371,,L-685-01,Echallens,"LARRY 101
VD 356371",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:43:24,17/12/2018 08:37:02,IMP
60702,18110063,060702,AUT,Matériel suivi autre,R52J404TN6X,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673559,355755084326248,CODALI,Codalis SA,AC,Actif,1,07/02/2018 00:00:00,0,0,S-741,Riviera,741G1,Montreux DPS,07/02/2018 00:00:00,62976,09930001,"Véhicule de transport matériel, poids inf. à 6 T",680.745.328,VD  97800,,L-741-01,Montreux,"RIVIERA 950
VD 97800",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:44:30,17/12/2018 08:37:02,IMP
60703,18110063,060703,AUT,Matériel suivi autre,R52J404TNGB,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673567,355755084326347,CODALI,Codalis SA,AC,Actif,1,07/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,25/02/2019 00:00:00,8775,09570002,"Véhicule élévateur à nacelle, 31 à 50 m",411.398.274,VD   7180,,L-132-01,Lausanne,"LOSA 112
VD 7180",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:45:34,25/02/2019 10:59:52,DLU
60704,18110063,060704,AUT,Matériel suivi autre,R52J404TM7N,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673575,355755084325927,CODALI,Codalis SA,AC,Actif,1,07/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,07/02/2018 00:00:00,11372,09910001,Véhicule TPM,678.223.580,VD 582786,,L-132-01,Lausanne,"LOSA 165
VD 582786",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:50:22,17/12/2018 08:37:02,IMP
60705,18110063,060705,AUT,Matériel suivi autre,R52J404TMAA,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673583,355755084325950,CODALI,Codalis SA,AC,Actif,1,09/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,09/02/2018 00:00:00,57961,09900010,Véhicule porteur de berce ou container,106.220.300,VD 616276,,L-132-01,Lausanne,"LOSA 193
VD 616276",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:51:29,17/12/2018 08:37:02,IMP
60706,18110063,060706,AUT,Matériel suivi autre,R52J404TLXP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673591,355755084325828,CODALI,Codalis SA,AC,Actif,1,09/02/2018 00:00:00,0,0,S-741,Riviera,741G1,Montreux DPS,09/02/2018 00:00:00,56323,09850003,Voiture chef d'intervention,217.367.888,VD 581889,,L-741-01,Montreux,"RIVIERA 980
VD 581889",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:52:33,17/12/2018 08:37:02,IMP
60707,18110063,060707,AUT,Matériel suivi autre,R52J404TNKW,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673609,355755084326370,CODALI,Codalis SA,AC,Actif,1,08/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,08/02/2018 00:00:00,8444,09850003,Voiture chef d'intervention,214.750.041,VD  59886,,L-132-01,Lausanne,LOSA 8,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:53:59,17/12/2018 08:37:02,IMP
60708,18110063,060708,AUT,Matériel suivi autre,R52J404TMBE,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673617,355755084325968,CODALI,Codalis SA,AC,Actif,1,21/11/2017 00:00:00,0,0,S-765,régional du Nord vaudois,765C1,Grandson DPS,21/11/2017 00:00:00,11359,09500002,Tonne-pompe / Capacité de 1601 à 3000 litres,678.371.208,VD   9412,,L-765-02,Grandson,"YDON 222
VD 9412",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 07:55:29,17/12/2018 08:37:02,IMP
60709,18110063,060709,AUT,Matériel suivi autre,R52J404TM6Y,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673625,355755084325919,CODALI,Codalis SA,AC,Actif,1,08/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,08/02/2018 00:00:00,3407,09850003,Voiture chef d'intervention,139.601.865,VD 505011,,L-132-01,Lausanne,LOSA 2,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:00:04,17/12/2018 08:37:02,IMP
60710,18110063,060710,AUT,Matériel suivi autre,R52J404TLVM,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673633,355755084325802,CODALI,Codalis SA,AC,Actif,1,05/02/2018 00:00:00,0,0,,,,,21/01/2019 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:01:07,21/01/2019 16:18:18,DLU
60711,18110063,060711,AUT,Matériel suivi autre,R52J404TM1V,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673641,355755084325869,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-768,de la Broye - Vully,768Y1,Grandcour DAP,  /  /       :  :,3690,09930001,"Véhicule de transport matériel, poids inf. à 6 T",176.284.249,VD   7015,,L-768-11,Grandcour,"DIVICO 570
VD 7015",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:02:13,17/12/2018 08:37:02,IMP
60712,18110063,060712,AUT,Matériel suivi autre,R52J404TN9Y,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673658,355755084326271,CODALI,Codalis SA,AC,Actif,1,09/02/2018 00:00:00,0,0,S-741,Riviera,741C1,St-Légier DPS,09/02/2018 00:00:00,3580,09900002,Véhicule porteur de Modules sur berce,334.129.410,VD 503118,,L-741-03,St-Légier,"RIVIERA 340
VD 503118",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:03:22,17/12/2018 08:37:02,IMP
60713,18110063,060713,AUT,Matériel suivi autre,R52J404TLYF,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673666,355755084325836,CODALI,Codalis SA,AC,Actif,1,08/02/2018 00:00:00,0,0,S-132,Lausanne - Epalinges,132H1,Lausanne DPS,08/02/2018 00:00:00,56844,09850003,Voiture chef d'intervention,217.075.634,VD 525118,,L-132-01,Lausanne,LOSA 1,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:04:53,17/12/2018 08:37:02,IMP
60714,18110063,060714,AUT,Matériel suivi autre,R52J404TN7H,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673674,355755084326255,CODALI,Codalis SA,AC,Actif,1,21/02/2018 00:00:00,0,0,S-610,Etraz Région,610E1,Aubonne DPS,21/02/2018 00:00:00,62947,09850003,Voiture chef d'intervention,219.483.296,VD 371133,,L-610-01,Aubonne,ETRAZ 803,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:06:04,17/12/2018 08:37:02,IMP
60715,18110063,060715,AUT,Matériel suivi autre,R52J404TNLK,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673682,355755084326388,CODALI,Codalis SA,AC,Actif,1,09/02/2018 00:00:00,0,0,,,,,20/12/2018 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:08:38,20/12/2018 16:25:42,DLU
60716,18110063,060716,AUT,Matériel suivi autre,R52J404TMEP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673690,355755084325992,CODALI,Codalis SA,AC,Actif,1,05/02/2018 00:00:00,0,0,S-674,Nyon - Dôle,674G1,Nyon DPS,05/02/2018 00:00:00,57551,09900002,Véhicule porteur de Modules sur berce,418.955.697,VD 605842,,L-674-01,Nyon,"ZORBA173
VD 605842",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:09:41,17/12/2018 08:37:02,IMP
60717,18110063,060717,AUT,Matériel suivi autre,R52J404TMLV,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705673708,355755084326057,CODALI,Codalis SA,AC,Actif,1,05/02/2018 00:00:00,0,0,,,,,05/02/2018 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,17/05/2017 08:10:48,15/02/2019 08:12:38,DLU
60880,18110063,060880,AUT,Matériel suivi autre,R52H90M3PCL,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705674094,357103076964130,CODALI,Codalis SA,AC,Actif,1,14/07/2017 00:00:00,0,0,,,,,25/02/2019 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,DLU,27/06/2017 08:52:02,25/02/2019 10:58:59,DLU
62856,18110068,062856,AUT,Matériel suivi autre,R52K508DJWJ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084779406,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:02:04,17/12/2018 08:37:02,IMP
62857,18110068,062857,AUT,Matériel suivi autre,R52K508FABJ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084798364,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:05:28,17/12/2018 08:37:02,IMP
62858,18110068,062858,AUT,Matériel suivi autre,R52K507P1XY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084744830,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:07:01,17/12/2018 08:37:02,IMP
62859,18110068,062859,AUT,Matériel suivi autre,R52K508DJGY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084779273,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:08:42,17/12/2018 08:37:02,IMP
62860,18110068,062860,AUT,Matériel suivi autre,R52K508FEPJ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084799800,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:10:32,17/12/2018 08:37:02,IMP
62861,18110068,062861,AUT,Matériel suivi autre,R52K508FA6W,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084798315,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:13:39,17/12/2018 08:37:02,IMP
62862,18110068,062862,AUT,Matériel suivi autre,R52K508EMVY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084791278,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:18:20,17/12/2018 08:37:02,IMP
62863,18110068,062863,AUT,Matériel suivi autre,R52K508DJXP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084779414,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:20:01,17/12/2018 08:37:02,IMP
62864,18110068,062864,AUT,Matériel suivi autre,R52K508FCFF,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084799065,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:21:33,17/12/2018 08:37:02,IMP
62865,18110068,062865,AUT,Matériel suivi autre,R52K508ERVA,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084792599,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:23:20,17/12/2018 08:37:02,IMP
62866,18110068,062866,AUT,Matériel suivi autre,R52K508E2MZ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084784935,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:57:13,17/12/2018 08:37:02,IMP
62867,18110068,062867,AUT,Matériel suivi autre,R52K508ERGP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 10,1 pouces, modèle SM-T580, mémoire 16GB, Android 6.0",,2017,  /  /       :  :,2022,Samsung,SM-T580,,352807084792474,CODALI,Codalis SA,AC,Actif,1,08/11/2017 00:00:00,0,0,,,,,  /  /       :  :,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,001,Centre Technique et Logistique,001,Zone stock,A,0,0,0,001-001-A,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,08/11/2017 12:58:34,17/12/2018 08:37:02,IMP
